product_id,sku,product_name,category,subcategory,brand,model_number,color,weight_g,release_year,warranty_months,wireless,resolution,unit_price,msrp,cost_price,currency,is_active,gst_rate_percent
33,SKU-000033,"BenQ 34"" UW 60Hz Edge Monitor",Computers,Monitors,BenQ,BEN-673A,White,1207,2021,12,,1080p,12660.0,14460.0,9210.0,INR,True,18
34,SKU-000034,SanDisk Pro Storag Silver,Computers,Storage,SanDisk,SAN-164X,Space Grey,1112,2021,24,,,5770.0,6540.0,4510.0,INR,True,18
35,SKU-000035,HP Edge Webcam White,Accessories,Webcams,HP,HP-815Z,Space Grey,913,2021,12,,1440p,5450.0,5750.0,3040.0,INR,True,18
36,SKU-000036,Redragon Prime Keyboard Space Grey,Accessories,Keyboards,Redragon,RED-174B,Blue,655,2019,12,BT 5.2,,2960.0,3030.0,2440.0,INR,True,18
37,SKU-000037,Lenovo Max Desktop 32GB/512GB,Computers,Desktops,Lenovo,LEN-578B,Graphite,1946,2019,12,,,42190.0,45330.0,27770.0,INR,True,18
38,SKU-000038,Razer Max Mouse Graphite,Accessories,Mouse,Razer,RAZ-541Z,Blue,265,2023,12,BT 5.1,,2610.0,2770.0,1850.0,INR,True,18
39,SKU-000039,HyperX Mini Headset Black,Accessories,Headsets,HyperX,HYP-446Z,Blue,998,2025,24,BT 5.0,,2080.0,2220.0,1260.0,INR,True,18
40,SKU-000040,Razer X Headset Space Grey,Accessories,Headsets,Razer,RAZ-624A,Black,594,2021,6,BT 5.0,,1010.0,1140.0,830.0,INR,True,18
41,SKU-000041,HyperX Max Headset Space Grey,Accessories,Headsets,HyperX,HYP-873B,Silver,470,2024,24,BT 5.2,,2950.0,3180.0,1830.0,INR,True,18
42,SKU-000042,Corsair Edge Mouse Red,Accessories,Mouse,Corsair,COR-606C,Black,82,2022,6,BT 5.1,,2520.0,2700.0,2080.0,INR,True,18
43,SKU-000043,Corsair Pro Keyboard Graphite,Accessories,Keyboards,Corsair,COR-190C,Black,1485,2021,6,BT 5.2,,7230.0,7430.0,5610.0,INR,True,18
44,SKU-000044,Seagate Mini Storag Red,Computers,Storage,Seagate,SEA-527C,Red,1103,2020,6,,,1330.0,1480.0,1000.0,INR,True,18
45,SKU-000045,Samsung Max Tablet 32GB/256GB,Mobiles & Tablets,Tablets,Samsung,SAM-285B,Space Grey,2088,2022,24,,1440p,18710.0,21410.0,15750.0,INR,True,18
46,SKU-000046,AverMedia Ultra Webcam Space Grey,Accessories,Webcams,AverMedia,AVE-922A,Space Grey,201,2018,6,,1080p,6790.0,7800.0,3820.0,INR,True,18
47,SKU-000047,realme Lite Tablet 64GB/256GB,Mobiles & Tablets,Tablets,realme,REA-774X,Graphite,2578,2025,24,,5K,32760.0,34220.0,25500.0,INR,True,18
48,SKU-000048,boAt Lite Wearable Space Grey,Mobiles & Tablets,Wearables,boAt,BOA-303B,Blue,475,2023,6,BT 5.1,,1720.0,1770.0,1250.0,INR,True,18
49,SKU-000049,Apple Ultra Laptop 64GB/512GB,Computers,Laptops,Apple,APP-156A,Graphite,2467,2024,24,,,63180.0,65300.0,43180.0,INR,True,18
50,SKU-000050,Apple Lite Wearable Graphite,Mobiles & Tablets,Wearables,Apple,APP-400A,Blue,1024,2020,12,BT 5.2,,9840.0,10350.0,7270.0,INR,True,18
51,SKU-000051,Corsair Mini Keyboard Space Grey,Accessories,Keyboards,Corsair,COR-660C,White,954,2018,12,BT 5.1,,3300.0,3620.0,2630.0,INR,True,18
52,SKU-000052,Logitech Mini Mouse Blue,Accessories,Mouse,Logitech,LOG-185X,Space Grey,58,2021,12,BT 5.0,,2640.0,2780.0,1950.0,INR,True,18
53,SKU-000053,"LG 32"" 165Hz Max Monitor",Computers,Monitors,LG,LG-142X,Black,2596,2022,12,,1440p,13450.0,15180.0,11000.0,INR,True,18
54,SKU-000054,Acer Mini Desktop 64GB/512GB,Computers,Desktops,Acer,ACE-390Z,Graphite,1275,2020,6,,,54100.0,60490.0,34790.0,INR,True,18
55,SKU-000055,Anker Edge Power Bank Silver,Mobiles & Tablets,Power Banks,Anker,ANK-616Z,Silver,1625,2018,24,,,600.0,620.0,490.0,INR,True,18
56,SKU-000056,Samsung Pro Tablet 8GB/512GB,Mobiles & Tablets,Tablets,Samsung,SAM-752C,Black,2245,2024,12,,8K,8890.0,9940.0,4980.0,INR,True,18
57,SKU-000057,Apple Edge Laptop 16GB/2TB,Computers,Laptops,Apple,APP-370A,Blue,1902,2019,24,,,83780.0,89130.0,61120.0,INR,True,18
58,SKU-000058,Motorola Edge Smartphone 8GB/2TB,Mobiles & Tablets,Smartphones,Motorola,MOT-358A,Silver,262,2022,12,,1440p,12700.0,13490.0,10320.0,INR,True,18
59,SKU-000059,Crucial Air Storag Black,Computers,Storage,Crucial,CRU-590C,Silver,1124,2018,24,,,6900.0,7090.0,4480.0,INR,True,18
60,SKU-000060,Samsung X Tablet 16GB/1TB,Mobiles & Tablets,Tablets,Samsung,SAM-360C,Red,1578,2020,6,,5K,16630.0,18910.0,10630.0,INR,True,18
61,SKU-000061,Samsung S Storag Black,Computers,Storage,Samsung,SAM-808B,Graphite,570,2025,12,,,7430.0,8510.0,4390.0,INR,True,18
62,SKU-000062,Samsung Prime Wearable Blue,Mobiles & Tablets,Wearables,Samsung,SAM-885A,Red,815,2021,12,BT 5.0,,3630.0,3870.0,3010.0,INR,True,18
63,SKU-000063,Corsair Prime Keyboard Black,Accessories,Keyboards,Corsair,COR-939Z,Blue,1496,2022,12,BT 5.1,,4950.0,5120.0,2860.0,INR,True,18
64,SKU-000064,Acer Plus Laptop 16GB/4TB,Computers,Laptops,Acer,ACE-368C,White,1640,2022,6,,,60610.0,62190.0,34290.0,INR,True,18
65,SKU-000065,boAt Prime Wearable Blue,Mobiles & Tablets,Wearables,boAt,BOA-503A,White,809,2018,12,BT 5.3,,1840.0,2060.0,1130.0,INR,True,18
66,SKU-000066,Logitech Max Headset Blue,Accessories,Headsets,Logitech,LOG-452X,Space Grey,1087,2019,12,BT 5.0,,3400.0,3910.0,1880.0,INR,True,18
67,SKU-000067,boAt Plus Headset White,Accessories,Headsets,boAt,BOA-830A,Graphite,592,2022,12,BT 5.2,,3250.0,3690.0,2310.0,INR,True,18
68,SKU-000068,Crucial X Storag Black,Computers,Storage,Crucial,CRU-469X,Silver,1268,2022,6,,,7190.0,8110.0,4810.0,INR,True,18
69,SKU-000069,Logitech S Keyboard Space Grey,Accessories,Keyboards,Logitech,LOG-750B,White,913,2022,12,BT 5.2,,3190.0,3460.0,2040.0,INR,True,18
70,SKU-000070,"ASUS 32"" 165Hz Pro Monitor",Computers,Monitors,ASUS,ASU-662B,Graphite,1813,2019,6,,5K,22650.0,25060.0,14070.0,INR,True,18
71,SKU-000071,Belkin S Hubs & Dock Silver,Accessories,Hubs & Docks,Belkin,BEL-393X,Black,564,2020,12,,,5430.0,5880.0,3310.0,INR,True,18
72,SKU-000072,Dell Ultra Webcam Space Grey,Accessories,Webcams,Dell,DEL-361C,Blue,708,2021,12,,5K,3750.0,3980.0,3110.0,INR,True,18
73,SKU-000073,Mi Max Power Bank Graphite,Mobiles & Tablets,Power Banks,Mi,MI-265A,White,1190,2025,24,,,2050.0,2300.0,1150.0,INR,True,18
74,SKU-000074,Samsung Prime Storag Blue,Computers,Storage,Samsung,SAM-242Z,White,401,2021,6,,,4600.0,4980.0,3840.0,INR,True,18
75,SKU-000075,"Dell 27"" 75Hz Plus Monitor",Computers,Monitors,Dell,DEL-477C,Silver,2369,2021,6,,5K,22470.0,25370.0,13100.0,INR,True,18
76,SKU-000076,AverMedia Air Webcam Space Grey,Accessories,Webcams,AverMedia,AVE-446A,Blue,950,2022,24,,4K,1350.0,1380.0,1040.0,INR,True,18
77,SKU-000077,HP Ultra Desktop 16GB/2TB,Computers,Desktops,HP,HP-509X,Blue,1843,2022,6,,,71910.0,74360.0,55400.0,INR,True,18
78,SKU-000078,ASUS Prime Laptop 64GB/256GB,Computers,Laptops,ASUS,ASU-174X,Silver,2247,2025,12,,,54940.0,59590.0,43530.0,INR,True,18
79,SKU-000079,Dell Max Laptop 16GB/4TB,Computers,Laptops,Dell,DEL-798A,Silver,1293,2025,6,,,74990.0,83300.0,59420.0,INR,True,18
80,SKU-000080,Samsung Max Smartphone 16GB/4TB,Mobiles & Tablets,Smartphones,Samsung,SAM-138C,White,629,2022,24,,5K,23180.0,24850.0,16500.0,INR,True,18
81,SKU-000081,Samsung Plus Smartphone 32GB/4TB,Mobiles & Tablets,Smartphones,Samsung,SAM-696B,Blue,50,2022,12,,8K,22950.0,23420.0,14510.0,INR,True,18
82,SKU-000082,Acer Ultra Laptop 64GB/1TB,Computers,Laptops,Acer,ACE-423B,Blue,1643,2021,24,,,30000.0,34220.0,20550.0,INR,True,18
83,SKU-000083,ASUS S Laptop 32GB/256GB,Computers,Laptops,ASUS,ASU-122B,Blue,1028,2024,6,,,74440.0,78650.0,55330.0,INR,True,18
84,SKU-000084,Dell Mini Mouse White,Accessories,Mouse,Dell,DEL-604A,Graphite,787,2023,24,BT 5.3,,3090.0,3440.0,2020.0,INR,True,18
85,SKU-000085,AverMedia Pro Webcam Silver,Accessories,Webcams,AverMedia,AVE-399Z,Black,1210,2021,12,,1440p,3370.0,3710.0,2850.0,INR,True,18
86,SKU-000086,Razer Prime Mouse White,Accessories,Mouse,Razer,RAZ-371C,Black,803,2025,24,BT 5.1,,4710.0,5240.0,3190.0,INR,True,18
87,SKU-000087,Crucial S Storag Black,Computers,Storage,Crucial,CRU-709B,Blue,730,2018,12,,,6990.0,7350.0,4980.0,INR,True,18
88,SKU-000088,Acer Pro Desktop 8GB/512GB,Computers,Desktops,Acer,ACE-502X,Graphite,1696,2023,24,,,63990.0,69300.0,50690.0,INR,True,18
89,SKU-000089,Dell Mini Laptop 16GB/512GB,Computers,Laptops,Dell,DEL-768Z,Graphite,751,2025,6,,,40010.0,41390.0,33780.0,INR,True,18
90,SKU-000090,Dell Mini Webcam Blue,Accessories,Webcams,Dell,DEL-273A,Black,321,2019,12,,1080p,3020.0,3400.0,2180.0,INR,True,18
91,SKU-000091,Logitech Edge Webcam Silver,Accessories,Webcams,Logitech,LOG-312X,Space Grey,554,2022,12,,1080p,2700.0,2950.0,1880.0,INR,True,18
92,SKU-000092,WD Mini Storag Red,Computers,Storage,WD,WD-557B,Space Grey,921,2023,24,,,3710.0,4230.0,2760.0,INR,True,18
93,SKU-000093,Redragon Lite Keyboard Silver,Accessories,Keyboards,Redragon,RED-740X,Black,336,2024,6,BT 5.3,,2230.0,2550.0,1530.0,INR,True,18
94,SKU-000094,Lenovo Lite Laptop 8GB/4TB,Computers,Laptops,Lenovo,LEN-447C,Space Grey,2619,2023,24,,,32170.0,36600.0,21300.0,INR,True,18
95,SKU-000095,"BenQ 24"" 120Hz Mini Monitor",Computers,Monitors,BenQ,BEN-103Z,Silver,1962,2019,6,,1440p,13440.0,14360.0,8390.0,INR,True,18
96,SKU-000096,Crucial Air Storag Silver,Computers,Storage,Crucial,CRU-357X,Silver,224,2025,12,,,6970.0,7630.0,4300.0,INR,True,18
97,SKU-000097,Logitech Ultra Mouse Silver,Accessories,Mouse,Logitech,LOG-808B,Red,745,2021,12,BT 5.2,,2380.0,2630.0,1600.0,INR,True,18
98,SKU-000098,Razer Plus Headset Red,Accessories,Headsets,Razer,RAZ-302X,Silver,541,2020,12,BT 5.3,,670.0,700.0,440.0,INR,True,18
99,SKU-000099,ASUS Edge Laptop 32GB/512GB,Computers,Laptops,ASUS,ASU-536A,Black,2340,2022,24,,,73420.0,81570.0,49430.0,INR,True,18
100,SKU-000100,HP Air Desktop 64GB/2TB,Computers,Desktops,HP,HP-277B,White,3187,2024,12,,,89580.0,97060.0,59140.0,INR,True,18
101,SKU-000101,Samsung Ultra Tablet 32GB/1TB,Mobiles & Tablets,Tablets,Samsung,SAM-680C,Space Grey,1850,2022,24,,4K,27170.0,29010.0,19050.0,INR,True,18
102,SKU-000102,WD Max Storag White,Computers,Storage,WD,WD-341B,Space Grey,485,2021,12,,,5400.0,5670.0,3090.0,INR,True,18
103,SKU-000103,Samsung Lite Storag Red,Computers,Storage,Samsung,SAM-638B,Graphite,1202,2019,24,,,7880.0,8120.0,5990.0,INR,True,18
104,SKU-000104,Logitech Pro Keyboard Blue,Accessories,Keyboards,Logitech,LOG-938B,Silver,485,2025,12,BT 5.0,,2860.0,3130.0,2400.0,INR,True,18
105,SKU-000105,Logitech Pro Mouse White,Accessories,Mouse,Logitech,LOG-714Z,White,50,2019,12,BT 5.1,,1820.0,1990.0,1150.0,INR,True,18
106,SKU-000106,UGREEN S Hubs & Dock Black,Accessories,Hubs & Docks,UGREEN,UGR-208Z,Graphite,1511,2023,12,,,3680.0,3810.0,2930.0,INR,True,18
107,SKU-000107,"Acer 13"" 75Hz Max Monitor",Computers,Monitors,Acer,ACE-361A,Red,967,2021,6,,4K,14900.0,15850.0,11010.0,INR,True,18
108,SKU-000108,JBL X Headset Space Grey,Accessories,Headsets,JBL,JBL-179B,Black,1015,2025,24,BT 5.3,,3470.0,3950.0,2410.0,INR,True,18
109,SKU-000109,Seagate Air Storag Graphite,Computers,Storage,Seagate,SEA-663B,Graphite,421,2019,24,,,5070.0,5490.0,3530.0,INR,True,18
110,SKU-000110,Samsung Air Storag Space Grey,Computers,Storage,Samsung,SAM-783C,Blue,729,2018,12,,,5790.0,6630.0,3800.0,INR,True,18
111,SKU-000111,Samsung Air Wearable Black,Mobiles & Tablets,Wearables,Samsung,SAM-984C,Graphite,1115,2021,12,BT 5.3,,6640.0,7520.0,5510.0,INR,True,18
112,SKU-000112,ASUS Max Laptop 64GB/256GB,Computers,Laptops,ASUS,ASU-940A,Blue,1598,2023,12,,,47300.0,50230.0,34630.0,INR,True,18
113,SKU-000113,HP Pro Desktop 16GB/2TB,Computers,Desktops,HP,HP-191Z,Red,2142,2023,24,,,50580.0,55990.0,37200.0,INR,True,18
114,SKU-000114,Apple Mini Tablet 32GB/512GB,Mobiles & Tablets,Tablets,Apple,APP-633B,Black,2351,2019,12,,5K,27400.0,28750.0,19860.0,INR,True,18
115,SKU-000115,"Samsung 34"" UW 120Hz Pro Monitor",Computers,Monitors,Samsung,SAM-154Z,Graphite,667,2024,6,,8K,15830.0,16210.0,9790.0,INR,True,18
116,SKU-000116,Apple X Tablet 64GB/4TB,Mobiles & Tablets,Tablets,Apple,APP-966B,Silver,1307,2025,12,,8K,41370.0,46840.0,26190.0,INR,True,18
117,SKU-000117,ASUS Edge Laptop 16GB/2TB,Computers,Laptops,ASUS,ASU-467A,White,2718,2021,24,,,84870.0,87380.0,69400.0,INR,True,18
118,SKU-000118,Acer S Laptop 8GB/1TB,Computers,Laptops,Acer,ACE-220X,Red,728,2025,24,,,48400.0,52110.0,39850.0,INR,True,18
119,SKU-000119,Samsung Ultra Wearable Red,Mobiles & Tablets,Wearables,Samsung,SAM-355X,Blue,554,2023,12,BT 5.3,,4510.0,4620.0,2490.0,INR,True,18
120,SKU-000120,HP X Laptop 64GB/2TB,Computers,Laptops,HP,HP-340X,Silver,50,2025,12,,,74770.0,79960.0,46730.0,INR,True,18
121,SKU-000121,Logitech Plus Webcam White,Accessories,Webcams,Logitech,LOG-467X,Space Grey,505,2019,12,,8K,4440.0,4620.0,2960.0,INR,True,18
122,SKU-000122,Samsung S Smartphone 16GB/256GB,Mobiles & Tablets,Smartphones,Samsung,SAM-851C,Silver,794,2019,6,,8K,12380.0,12830.0,7890.0,INR,True,18
123,SKU-000123,Logitech Plus Mouse Red,Accessories,Mouse,Logitech,LOG-849A,White,1164,2020,12,BT 5.2,,1640.0,1760.0,1370.0,INR,True,18
124,SKU-000124,HP Mini Desktop 32GB/512GB,Computers,Desktops,HP,HP-431Z,Space Grey,1235,2025,12,,,57200.0,64900.0,44050.0,INR,True,18
125,SKU-000125,HP Lite Hubs & Dock Red,Accessories,Hubs & Docks,HP,HP-369Z,Red,640,2021,12,,,3970.0,4210.0,3210.0,INR,True,18
126,SKU-000126,Keychron Max Keyboard Blue,Accessories,Keyboards,Keychron,KEY-265C,Graphite,467,2023,12,BT 5.1,,9950.0,11280.0,6210.0,INR,True,18
127,SKU-000127,Razer Pro Keyboard Graphite,Accessories,Keyboards,Razer,RAZ-978C,Silver,975,2025,24,BT 5.0,,6460.0,7030.0,4420.0,INR,True,18
128,SKU-000128,HP Mini Hubs & Dock Space Grey,Accessories,Hubs & Docks,HP,HP-484C,Red,404,2020,12,,,2600.0,2980.0,2000.0,INR,True,18
129,SKU-000129,Redragon Lite Keyboard White,Accessories,Keyboards,Redragon,RED-730A,Space Grey,510,2022,12,BT 5.2,,4230.0,4440.0,3330.0,INR,True,18
130,SKU-000130,Motorola Pro Smartphone 16GB/512GB,Mobiles & Tablets,Smartphones,Motorola,MOT-397Z,Graphite,50,2024,12,,8K,52820.0,55000.0,42330.0,INR,True,18
131,SKU-000131,Keychron Prime Keyboard White,Accessories,Keyboards,Keychron,KEY-727A,Black,661,2018,6,BT 5.2,,4510.0,4770.0,2960.0,INR,True,18
132,SKU-000132,Razer Mini Keyboard Red,Accessories,Keyboards,Razer,RAZ-329X,Red,1230,2022,24,BT 5.1,,6310.0,6890.0,3630.0,INR,True,18
133,SKU-000133,"Dell 15.6"" 75Hz Prime Monitor",Computers,Monitors,Dell,DEL-114B,Graphite,1631,2020,12,,1080p,15570.0,17810.0,11360.0,INR,True,18
134,SKU-000134,Lenovo Air Desktop 32GB/256GB,Computers,Desktops,Lenovo,LEN-157Z,Space Grey,1933,2025,24,,,40670.0,42830.0,30550.0,INR,True,18
135,SKU-000135,Anker Max Power Bank Black,Mobiles & Tablets,Power Banks,Anker,ANK-145A,Red,328,2018,12,,,2950.0,3260.0,1760.0,INR,True,18
136,SKU-000136,Dell Pro Desktop 8GB/256GB,Computers,Desktops,Dell,DEL-727Z,Graphite,2432,2021,12,,,66080.0,70950.0,53700.0,INR,True,18
137,SKU-000137,Corsair X Mouse Graphite,Accessories,Mouse,Corsair,COR-619X,Silver,542,2020,24,BT 5.2,,1980.0,2030.0,1320.0,INR,True,18
138,SKU-000138,"BenQ 34"" UW 165Hz Pro Monitor",Computers,Monitors,BenQ,BEN-106X,Silver,1908,2024,24,,5K,13060.0,14900.0,7410.0,INR,True,18
139,SKU-000139,WD Lite Storag Black,Computers,Storage,WD,WD-367B,Graphite,1105,2018,6,,,4150.0,4680.0,2710.0,INR,True,18
140,SKU-000140,Logitech Pro Headset Space Grey,Accessories,Headsets,Logitech,LOG-751Z,Graphite,1089,2024,24,BT 5.2,,650.0,740.0,450.0,INR,True,18
141,SKU-000141,Logitech Edge Mouse Black,Accessories,Mouse,Logitech,LOG-273C,White,906,2021,12,BT 5.2,,960.0,990.0,760.0,INR,True,18
142,SKU-000142,Samsung X Storag White,Computers,Storage,Samsung,SAM-488Z,Blue,50,2025,24,,,10570.0,12000.0,6600.0,INR,True,18
143,SKU-000143,Samsung Air Smartphone 16GB/4TB,Mobiles & Tablets,Smartphones,Samsung,SAM-415B,Blue,999,2019,24,,1440p,19730.0,20280.0,11750.0,INR,True,18
144,SKU-000144,HP Plus Laptop 8GB/4TB,Computers,Laptops,HP,HP-265C,White,2007,2018,6,,,39020.0,43960.0,27820.0,INR,True,18
145,SKU-000145,HP Plus Desktop 8GB/256GB,Computers,Desktops,HP,HP-977Z,Silver,554,2023,12,,,36860.0,39600.0,24510.0,INR,True,18
146,SKU-000146,Motorola Air Smartphone 8GB/512GB,Mobiles & Tablets,Smartphones,Motorola,MOT-310B,Black,700,2018,6,,1080p,49200.0,52380.0,31570.0,INR,True,18
147,SKU-000147,Samsung Plus Wearable White,Mobiles & Tablets,Wearables,Samsung,SAM-200B,Space Grey,665,2023,12,BT 5.3,,1730.0,1850.0,1280.0,INR,True,18
148,SKU-000148,Corsair Ultra Keyboard Space Grey,Accessories,Keyboards,Corsair,COR-149C,Space Grey,486,2025,12,BT 5.0,,2630.0,2870.0,2060.0,INR,True,18
149,SKU-000149,Redragon Edge Keyboard Silver,Accessories,Keyboards,Redragon,RED-200C,Blue,604,2018,24,BT 5.1,,7810.0,8900.0,6050.0,INR,True,18
150,SKU-000150,Apple Ultra Smartphone 16GB/2TB,Mobiles & Tablets,Smartphones,Apple,APP-101Z,White,902,2022,6,,1080p,36360.0,38690.0,23100.0,INR,True,18
151,SKU-000151,Logitech Prime Webcam Graphite,Accessories,Webcams,Logitech,LOG-915B,Blue,326,2023,24,,4K,4260.0,4800.0,2990.0,INR,True,18
152,SKU-000152,Lenovo Lite Tablet 16GB/2TB,Mobiles & Tablets,Tablets,Lenovo,LEN-269A,Graphite,1574,2019,12,,8K,17740.0,18210.0,11800.0,INR,True,18
153,SKU-000153,"Acer 32"" 144Hz Plus Monitor",Computers,Monitors,Acer,ACE-863A,Blue,788,2018,12,,1440p,20680.0,23750.0,11730.0,INR,True,18
154,SKU-000154,boAt Edge Headset Red,Accessories,Headsets,boAt,BOA-275X,Graphite,935,2021,12,BT 5.1,,500.0,520.0,400.0,INR,True,18
155,SKU-000155,realme X Smartphone 32GB/4TB,Mobiles & Tablets,Smartphones,realme,REA-259X,Graphite,727,2023,12,,5K,35330.0,39400.0,21970.0,INR,True,18
156,SKU-000156,Razer Lite Headset White,Accessories,Headsets,Razer,RAZ-442X,Graphite,467,2021,24,BT 5.1,,3630.0,3800.0,2710.0,INR,True,18
157,SKU-000157,Logitech X Headset White,Accessories,Headsets,Logitech,LOG-840B,White,50,2023,24,BT 5.2,,4640.0,4830.0,3370.0,INR,True,18
158,SKU-000158,Lenovo Lite Desktop 32GB/256GB,Computers,Desktops,Lenovo,LEN-268A,White,1333,2024,12,,,66050.0,71330.0,40320.0,INR,True,18
159,SKU-000159,"BenQ 32"" 120Hz Ultra Monitor",Computers,Monitors,BenQ,BEN-300A,Graphite,2132,2019,12,,1440p,30060.0,33770.0,23000.0,INR,True,18
160,SKU-000160,Logitech Pro Webcam Blue,Accessories,Webcams,Logitech,LOG-974X,Graphite,1043,2021,24,,4K,5400.0,5740.0,4410.0,INR,True,18
